year,artist,title
2019,"TAKI TAKI (#11)DJ Snake featuring Selena Gomez, Ozuna & Cardi B","BOYFRIEND (#8)Ariana Grande & Social House"
2019,"CLOSE TO ME (#24)Ellie Goulding X Diplo featuring Swae Lee","HEY LOOK MA, I MADE IT (#16)Panic! at the Disco"
2019,"ENVY ME (#31)Calboy","TAKI TAKI (#11)DJ Snake featuring Selena Gomez, Ozuna & Cardi B"
2019,"YOU SAY (#29)Lauren Daigle","BEER NEVER BROKE MY HEART (#21)Luke Combs"
2019,"HEY LOOK MA, I MADE IT (#16)Panic! at the Disco","GOOD AS HELL (#3*)Lizzo"
2019,"CIRCLES (#1)Post Malone","HOT GIRL SUMMER (#11)Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign"
2019,"BEER NEVER BROKE MY HEART (#21)Luke Combs","BANDIT (#10)Juice WRLD & YoungBoy Never Broke Again"
2019,"THE LONDON (#12)Young Thug, J. Cole & Travis Scott","TRAMPOLINE (#13*)SHAED"
2019,"CON CALMA (#22)Daddy Yankee & Katy Perry featuring Snow","LOSE YOU TO LOVE ME (#1)Selena Gomez"
2019,"MURDER ON MY MIND (#14)YNW Melly","BEAUTIFUL CRAZY (#21)Luke Combs"
2019,"WHEN THE PARTYΓÇÖS OVER (#29)Billie Eilish","WHISKEY GLASSES (#17)Morgan Wallen"
2019,"ACT UP (#26)City Girls","LEAVE ME ALONE (#20)Flipp Dinero"
2019,"I LIKE IT (#1)Cardi B, Bad Bunny & J Balvin","MURDER ON MY MIND (#14)YNW Melly"
2019,"TRAMPOLINE (#13*)SHAED","SPEECHLESS (#24)Dan + Shay"
2019,"LEAVE ME ALONE (#20)Flipp Dinero","HOW DO YOU SLEEP? (#24)Sam Smith"
2019,"BREATHIN (#12)Ariana Grande","PURE WATER (#23)Mustard & Migos"
2019,"BURY A FRIEND (#14)Billie Eilish","CLOSE TO ME (#24)Ellie Goulding X Diplo featuring Swae Lee"
2019,"CLOSE FRIENDS (#28)Lil Baby","ONLY HUMAN (#18)Jonas Brothers"
2019,"BABY SHARK (#32)Pinkfong","BABY (#21)Lil Baby & DaBaby"
2019,"MY TYPE (#21)Saweetie","TRIP (#11)Ella Mai"
2019,"WORTH IT (#48)YK Osiris","HOT (#11)Young Thug featuring Gunna"
2019,"ONLY HUMAN (#18)Jonas Brothers","BE ALRIGHT (#23)Dean Lewis"
2019,"KNOCKINΓÇÖ BOOTS (#31)Luke Bryan","LOVER (#10)Taylor Swift"
2019,"TRIP (#11)Ella Mai","NEVER REALLY OVER (#15)Katy Perry"
2019,"RUMOR (#25)Lee Brice","ON CHILL (#22)Wale featuring Jeremih"
2019,"SWERVIN (#38)A Boogie Wit da Hoodie featuring 6ix9ine","LOOK BACK AT IT (#27)A Boogie wit da Hoodie"
2019,"HOW DO YOU SLEEP? (#24)Sam Smith","ACT UP (#26)City Girls"
2019,"BABY (#21)Lil Baby & DaBaby","MY TYPE (#21)Saweetie"
2019,"LOOK WHAT GOD GAVE HER (#32)Thomas Rhett","TAKE WHAT YOU WANT (#8)Post Malone featuring Ozzy Osbourne & Travis Scott86GOOD AS YOU (#36)Kane Brown"
2019,"CLOUT (#39)Offset featuring Cardi B","CON CALMA (#22)Daddy Yankee & Katy Perry featuring Snow"
2019,"LOVE LIES (#9)Khalid & Normani","EARFQUAKE (#13)Tyler, the Creator"
2019,"ONE THING RIGHT (#38)Marshmello & Kane Brown","HOMICIDE (#5)Logic featuring Eminem"
2019,"CASH SHIT (#36)Megan Thee Stallion featuring DaBaby","YOU SAY (#29)Lauren Daigle"
2019,"TEQUILA (#21)Dan + Shay","BALLINΓÇÖ (#20*)Mustard featuring Roddy Ricch"
2019,"SHOTTA FLOW (#36)NLE Choppa","BEAUTIFUL (#26)Bazzi featuring Camila Cabello"
2019,"HOT GIRL SUMMER (#11)Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","FOLLOW GOD (#7)Kanye West"
2019,"TALK YOU OUT OF IT (#57)Florida Georgia Line","INTRO (#13)DaBaby"
2019,"BEAUTIFUL (#26)Bazzi featuring Camila Cabello","BOY WITH LUV (#8)BTS featuring Halsey"
2019,"EYES ON YOU (#38)Chase Rice","BURY A FRIEND (#14)Billie Eilish"
2019,"ALL TO MYSELF (#31)Dan + Shay","PLAYING GAMES (#16)Summer Walker"
2019,"BOYFRIEND (#8)Ariana Grande & Social House","I LIKE IT (#1)Cardi B, Bad Bunny & J Balvin"
2019,"WALK ME HOME (#49)P!nk","ROBBERY (#27)Juice WRLD"
2019,"ROBBERY (#27)Juice WRLD","NATURAL (#13)Imagine Dragons"
2019,"42","42"
2019,"33","43"
2019,"41","82"
2019,"82","ΓÇô"
2019,"7","ΓÇô"
2019,"36","32"
2019,"72","55"
2019,"12","19"
2019,"98","57"
2019,"23","27"
2019,"44","46"
2019,"95","92"
2019,"17","17"
2019,"4","4"
2019,"73","96"
2019,"67","ΓÇô"
2019,"53","51"
2019,"56","50"
2019,"47","41"
2019,"ΓÇô","95"
2019,"59","ΓÇô"
2019,"38","40"
2019,"37","37"
2019,"69","98"
2019,"96","ΓÇô"
2019,"21","15"
2019,"68","83"
2019,"ΓÇô","94"
2019,"24","21"
2019,"65","87"
2019,"97","ΓÇô"
2019,"35","70"
2019,"91","ΓÇô"
2019,"ΓÇô","53"
2019,"54","78"
2019,"57","59"
2019,"34","28"
2019,"16","10"
2019,"50","36"
2019,"80","36"
2019,"58","73"
2019,"71","68"
2019,"94","ΓÇô"
2019,"51","44"
2019,"3","3"
2019,"ΓÇô","100"
2019,"25","22"
2019,"78","74"
2019,"10","5"
2019,"48","56"
2019,"100","99"
2019,"ΓÇô","63"
2019,"86","ΓÇô"
2019,"ΓÇô","93"
2019,"ΓÇô","80"
2019,"20","35"
2019,"8","8"
2019,"88","86"
2019,"31","38"
2019,"19","30"
2019,"60","90"
2019,"81","ΓÇô"
2019,"27","24"
2019,"74","ΓÇô"
2019,"84","75"
2019,"26","29"
2019,"40","31"
2019,"1","1"
2019,"28","26"
2019,"ΓÇô","61"
2019,"13","12"
2019,"ΓÇô","89"
2019,"79","ΓÇô"
2019,"46","66"
2019,"63","60"
2019,"ΓÇô","54"
2019,"22","20"
2019,"6","7"
2019,"89","ΓÇô"
2019,"18","18"
2019,"90","ΓÇô"
2019,"93","62"
2019,"52","67"
2019,"55","72"
2019,"92","ΓÇô"
2019,"87","ΓÇô"
2019,"99","ΓÇô"
2019,"61","58"
2019,"11","11"
2019,"75","ΓÇô"
2019,"45","49"
2019,"32","39"
2019,"62","33"
2019,"5","6"
2019,"2","2"
2019,"ΓÇô","85"
2019,"30","23"
2019,"83","71"
2019,"14","14"
2019,"76","84"
2019,"ΓÇô","65"
2019,"70","64"
2019,"29","25"
2019,"15","13"
2019,"49","45"
2019,"ΓÇô","97"
2019,"ΓÇô","79"
2019,"39","34"
2019,"43","47"
2019,"85","ΓÇô"
2019,"ΓÇô","52"
2019,"9","16"
2019,"ΓÇô","88"
2019,"ΓÇô","81"
2019,"66","69"
2019,"ΓÇô","77"
2019,"64","48"
2019,"Billboard","Nolan Method"
2019,"Post Malone","Post Malone"
2019,"Ariana Grande","Ariana Grande"
2019,"Billie Eilish","Khalid"
2019,"Khalid","Drake"
2019,"Drake","Halsey"
2019,"Travi$ Scott","Lil Nas X"
2019,"Ed Sheeran","Cardi B"
2019,"Taylor Swift","Travi$ Scott"
2019,"Lil Nas X","Swae Lee"
2019,"Halsey","Billy Ray Cyrus"
2019,"Jonas Brothers","Shawn Mendes"
2019,"Juice WRLD","Ed Sheeran"
2019,"Cardi B","Billie Eilish"
2019,"DaBaby","Jonas Brothers"
2019,"BTS","Justin Bieber"
2019,"Panic! at the Disco","DaBaby"
2019,"Luke Combs","Marshmello"
2019,"Lil Baby","Panic! at the Disco"
2019,"Shawn Mendes","Lizzo"
2019,"Lizzo","Bastille"
2019,"Meek Mill","Young Thug"
2019,"Queen","Taylor Swift"
2019,"Dan + Shay","Sam Smith"
2019,"A Boogie wit da Hoodie","Normani"
2019,"P!nk","Camila Cabello"
2019,"Chris Brown","J. Cole"
2019,"XXXTENTACION","Lil Baby"
2019,"J. Cole","Maroon 5"
2019,"Elton John","Chris Brown"
2019,"Imagine Dragons","Meek Mill"
2019,"Bad Bunny","Bruno Mars"
2019,"Kodak Black","Kodak Black"
2019,"21 Savage","Benny Blanco"
2019,"YoungBoy Never Broke Again","Gunna"
2019,"Gunna","Rick Ross"
2019,"Kane Brown","Lewis Capaldi"
2019,"Lady Gaga","Lil Tecca"
2019,"Marshmello","Ava Max"
2019,"Thomas Rhett","Dan + Shay"
2019,"Maroon 5","Lady Gaga"
2019,"Swae Lee","Juice WRLD"
2019,"Camila Cabello","Bradley Cooper"
2019,"Sam Smith","Luke Combs"
2019,"YNW Melly","Offset"
2019,"The Rolling Stones","Selena Gomez"
2019,"5 Seconds of Summer","21 Savage"
2019,"Lauren Daigle","Bad Bunny"
2019,"Lil Tecca","Blueface"
2019,"Metallica","5 Seconds of Summer"
2019,"Bruno Mars","Gucci Mane"
